Sale Order Item Code,Display Order Code,Store,Date,Reverse Pickup Code,Reverse Pickup Created Date,Reverse Pickup Reason,Invoice Code,Invoice Created,Item SKU Code,Channel Product Id,Product,Item Type Color,Item Type Size,Item Type Brand,Channel Name,SKU Require Customization,Gift Wrap,Gift Message,HSN Code,MRP,Total Price,Amount,Quantity Ordered,Cost Price,Prepaid Amount,Subtotal,Discount,GST Tax Type Code,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,TCS Amount,Tax %,Tax Value,Voucher Code,Shipping Charges,Shipping Method Charges,COD Service Charges,Gift Wrap Charges,Packet Number,Sale Order Code,On Hold,Sale Order Status,Priority,Currency,Currency Conversion Rate,Sale Order Item Status,Cancellation Reason,Shipping provider,Shipping Courier,Shipping Arranged By,Shipping Package Code,Shipping Package Creation Date,Shipping Package Status Code,Shipping Package Type,Length(mm),Width(mm),Height(mm),Delivery Time,Tracking Number,Dispatch Date,Facility,Return Date,Return Reason,Return Remarks,Created,Updated,Combination Identifier,Combination Description,Transfer Price,Item Code,IMEI,Weight,GSTIN,Customer GSTIN,TIN,Payment Instrument,Fulfillment TAT,Adjustment In Selling Price,Adjustment In Discount,Store Credit,IRN,Acknowledgement Number,Bundle SKU Code Number,SKU Name,Batch Code,Vendor Batch Number,Seller SKU Code,Item Type EAN,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Parent Sale Order Code,Item Tag,Shipment Tag,Original Order ID,Payment Method,Store Code,Channel Shipping,Item Details
434661-0,S2000065234,schools365,02-08-2025 08:48,,,,INS/25-26/11347,02-08-2025 11:14,KICTIE001-1,KICTIE001-1,Sri Kumaran ICSE Tie - Grey - M - Length 44 Inch,Grey,M - Length 44 Inch,GOL,schools365,FALSE,FALSE,,6215,499,224.59,210,1,60,0,200,0,gst-5,5.34,0,5.34,0,0,2.5,0,2.5,0,0,0.00E+00,,,,14.59,0,0,0,1,SC-S2000065234,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610969,02-08-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041437,02-08-2025 17:19,Bangalore,,,,02-08-2025 08:50,02-08-2025 17:19,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 08:50,0,0,0,,,,Sri Kumaran ICSE Tie - Grey - M - Length 44 Inch,,,KICTIE001-1,,,,,,,,,cashfree,,FALSE,
434657-0,S2000065234,schools365,02-08-2025 08:48,,,,INS/25-26/11347,02-08-2025 11:14,KICWTS002-36,KICWTS002-36,Sri Kumaran ICSE Sports Wednesday T - Shirt (I to X) - White - Size : 36,White,36,GOL,schools365,FALSE,FALSE,,61091000,999,631,590,1,,0,561.9,0,gst-5,15.03,0,15.03,0,0,2.5,0,2.5,0,0,0.00E+00,,,,41,0,0,0,1,SC-S2000065234,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610969,02-08-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041437,02-08-2025 17:19,Bangalore,,,,02-08-2025 08:50,02-08-2025 17:19,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 08:50,0,0,0,,,,Sri Kumaran ICSE Sports Wednesday T - Shirt (I to X) - White - Size : 36,,,KICWTS002-36,,,,,,,,,cashfree,,FALSE,
434663-0,S2000065234,schools365,02-08-2025 08:48,,,,INS/25-26/11347,02-08-2025 11:14,KYTP003-40,KYTP003-40,GOL Sri Kumaran Yogapant - Black - Size : 40,Black,40,GOL,schools365,FALSE,FALSE,,61034200,999,662.02,619,1,,0,589.52,0,gst-5,15.76,0,15.76,0,0,2.5,0,2.5,0,0,0.00E+00,,,,43.02,0,0,0,1,SC-S2000065234,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610969,02-08-2025 08:52,DISPATCHED,DEFAULT,0,0,0,,HRD900041437,02-08-2025 17:19,Bangalore,,,,02-08-2025 08:50,02-08-2025 17:19,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 08:50,0,0,0,,,,GOL Sri Kumaran Yogapant - Black - Size : 40,,,KYTP003-40,,,,,,,,,cashfree,,FALSE,
434667-0,S2000065235,schools365,02-08-2025 12:14,,,,INS/25-26/11357,02-08-2025 16:09,SDSTPNB07-36,SDSTPNB07-36,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61034200,999,1073.5,999,1,,0,951.43,0,gst-5,0,51.12,0,0,0,0,5,0,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065235,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610970,02-08-2025 12:24,DISPATCHED,DEFAULT,0,0,0,,HRD900041447,02-08-2025 17:19,Bangalore,,,,02-08-2025 12:22,02-08-2025 17:19,,,,,,502,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:22,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 36,,,SDSTPNB07-36,,,,,,,,,cashfree,,FALSE,
434665-0,S2000065235,schools365,02-08-2025 12:14,,,,INS/25-26/11357,02-08-2025 16:09,SDSTS003-34,SDSTS003-34,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 34,Light Blue,34,GOL,schools365,FALSE,FALSE,,61091000,999,1073.5,999,1,,0,951.43,0,gst-5,0,51.12,0,0,0,0,5,0,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065235,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610970,02-08-2025 12:24,DISPATCHED,DEFAULT,0,0,0,,HRD900041447,02-08-2025 17:19,Bangalore,,,,02-08-2025 12:22,02-08-2025 17:19,,,,,,502,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:22,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 34,,,SDSTS003-34,,,,,,,,,cashfree,,FALSE,
434669-0,S2000065236,schools365,02-08-2025 12:27,,,,INS/25-26/11358,02-08-2025 16:10,KPUFPB001-34,KPUFPB001-34,Sri Kumaran PU Formal Pant Boys - Grey - Size 34,Grey,34,GOL,schools365,FALSE,FALSE,,6203,999,764.5,690,1,,0,657.14,0,gst-5,18.205,0,18.205,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065236,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610972,02-08-2025 12:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041448,02-08-2025 17:19,Bangalore,,,,02-08-2025 12:30,02-08-2025 17:19,,,,,,502,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:30,0,0,0,,,,Sri Kumaran PU Formal Pant Boys - Grey - Size 34,,,KPUFPB001-34,,,,,,,,,cashfree,,FALSE,
434669-1,S2000065236,schools365,02-08-2025 12:27,,,,INS/25-26/11358,02-08-2025 16:10,KPUFPB001-34,KPUFPB001-34,Sri Kumaran PU Formal Pant Boys - Grey - Size 34,Grey,34,GOL,schools365,FALSE,FALSE,,6203,999,764.5,690,1,,0,657.14,0,gst-5,18.205,0,18.205,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065236,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610972,02-08-2025 12:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041448,02-08-2025 17:19,Bangalore,,,,02-08-2025 12:30,02-08-2025 17:19,,,,,,502,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:30,0,0,0,,,,Sri Kumaran PU Formal Pant Boys - Grey - Size 34,,,KPUFPB001-34,,,,,,,,,cashfree,,FALSE,
434072-0,S2000065056,schools365,26-07-2025 14:05,,,,INS/25-26/11348,02-08-2025 12:33,SDSTS002-30,SDSTS002-28,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 30,Light Blue,30,GOL,schools365,FALSE,FALSE,,61091000,999,999,999,1,,999,951.43,0,gst-5,0,47.57,0,0,0,0,5,0,0,0,0.00E+00,,,,0,0,0,0,1,9119-RRP/25-26/0132,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610971,02-08-2025 12:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041438,06-08-2025 18:20,Bangalore,,,,02-08-2025 12:31,06-08-2025 18:20,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:31,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 30,,,SDSTS002-28,,,,,SC-S2000065056,,,,cashfree,,FALSE,
434070-1,S2000065056,schools365,26-07-2025 14:05,,,,INS/25-26/11348,02-08-2025 12:33,SDSTPNB06-30,SDSTPNB06-28,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,Navy Blue,30,GOL,schools365,FALSE,FALSE,,61034200,999,999,999,1,,999,951.43,0,gst-5,0,47.57,0,0,0,0,5,0,0,0,0.00E+00,,,,0,0,0,0,1,9119-RRP/25-26/0132,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610971,02-08-2025 12:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041438,06-08-2025 18:20,Bangalore,,,,02-08-2025 12:31,06-08-2025 18:20,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:31,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,,,SDSTPNB06-28,,,,,SC-S2000065056,,,,cashfree,,FALSE,
434072-1,S2000065056,schools365,26-07-2025 14:05,,,,INS/25-26/11348,02-08-2025 12:33,SDSTS002-30,SDSTS002-28,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 30,Light Blue,30,GOL,schools365,FALSE,FALSE,,61091000,999,999,999,1,,999,951.43,0,gst-5,0,47.57,0,0,0,0,5,0,0,0,0.00E+00,,,,0,0,0,0,1,9119-RRP/25-26/0132,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610971,02-08-2025 12:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041438,06-08-2025 18:20,Bangalore,,,,02-08-2025 12:31,06-08-2025 18:20,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:31,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 30,,,SDSTS002-28,,,,,SC-S2000065056,,,,cashfree,,FALSE,
434070-0,S2000065056,schools365,26-07-2025 14:05,,,,INS/25-26/11348,02-08-2025 12:33,SDSTPNB06-30,SDSTPNB06-28,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,Navy Blue,30,GOL,schools365,FALSE,FALSE,,61034200,999,999,999,1,,999,951.43,0,gst-5,0,47.57,0,0,0,0,5,0,0,0,0.00E+00,,,,0,0,0,0,1,9119-RRP/25-26/0132,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610971,02-08-2025 12:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041438,06-08-2025 18:20,Bangalore,,,,02-08-2025 12:31,06-08-2025 18:20,,,,,,504,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:31,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 30,,,SDSTPNB06-28,,,,,SC-S2000065056,,,,cashfree,,FALSE,
335097334076784101-1,OD335097334076784100,FLIPKART 25,02-08-2025 12:30,,,,FAABJ92600000009,04-08-2025 12:08,RBKPW002-14-3P,LSTSHOHDNSWMMWZHHUJBPBYU1,Reebok Prodigy White School Shoes 3P - 14US,White,14US,Reebok,FLIPKART 25,FALSE,FALSE,,64041990,2999,2181,2181,1,,0,2109.31,261,Range-5-18,0,332.69,0,0,0,0,18,0,0,0,0.00E+00,,,,0,0,0,0,1,`335097334076784101,FALSE,COMPLETE,0,INR,1,DELIVERED,,E-Kart Logistics,,Channel,SPOR2610974,02-08-2025 12:36,DELIVERED,DEFAULT,1,1,1,05-08-2025 01:56,FMPP3235411594,04-08-2025 15:56,Bangalore,,,,02-08-2025 12:34,07-08-2025 16:13,,,,,,501,29AAHCP5883A1Z7,,29141195654,,06-08-2025 12:00,0,0,0,,,,Reebok Prodigy White School Shoes 3P - 14US,,,RBKPW002-14-3P,,DELIVERED,STATUS_NOT_DEFINED,,,,,,,,TRUE,
432860-0,S2000064729,schools365,14-07-2025 07:48,,,,INS/25-26/11349,02-08-2025 12:36,KCSFS002-34,KCSFS001-32,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,61102000,999,999,999,1,,999,951.44,0,gst-5,23.78,0,23.78,0,0,2.5,0,2.5,0,0,0.00E+00,,,,0,0,0,0,1,3a1c-RRP/25-26/0133,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610973,02-08-2025 12:36,DISPATCHED,DEFAULT,1,1,1,,HRD900041439,06-08-2025 18:20,Bangalore,,,,02-08-2025 12:35,06-08-2025 18:20,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:35,0,0,0,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 34,,,KCSFS001-32,,,,,SC-S2000064729,,,,cashfree,,FALSE,
413921-0,S2000060951,schools365,21-05-2025 19:39,,,,INS/25-26/11350,02-08-2025 12:41,KCSFS002-42,KCSFS001-32,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 42,Navy Blue,42,GOL,schools365,FALSE,FALSE,,61102000,999,999,999,1,,999,951.44,0,gst-5,23.78,0,23.78,0,0,2.5,0,2.5,0,0,0.00E+00,,,,0,0,0,0,1,fd55-RRP/25-26/0134,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610975,02-08-2025 12:40,DISPATCHED,DEFAULT,1,1,1,,HRD900041440,06-08-2025 18:20,Bangalore,,,,02-08-2025 12:37,06-08-2025 18:20,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 12:37,0,0,0,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 42,,,KCSFS001-32,,,,,SC-S2000060951,,,,cashfree,,FALSE,
335097683266280100-1,OD335097683266280100,FLIPKART 25,02-08-2025 13:28,,,,FAABJ92600000010,04-08-2025 12:08,RBKPB002-14-3P,LSTSHOHDNSUBJXRXARPSGY229,Reebok Prodigy Black School Shoes 3P - 14US,Black,14US,Reebok,FLIPKART 25,FALSE,FALSE,,64041990,2999,2542,2542,1,,0,2154.24,0,Range-5-18,0,387.76,0,0,0,0,18,0,0,0,0.00E+00,,,,0,0,0,0,1,`335097683266280100,FALSE,COMPLETE,0,INR,1,DELIVERED,,E-Kart Logistics,,Channel,SPOR2610976,02-08-2025 13:32,DELIVERED,DEFAULT,1,1,1,05-08-2025 01:11,FMPC5065605717,04-08-2025 15:56,Bangalore,,,,02-08-2025 13:30,07-08-2025 16:13,,,,,,501,29AAHCP5883A1Z7,,29141195654,,06-08-2025 12:00,0,0,0,,,,Reebok Prodigy Black School Shoes 3P - 14US,,,RBKPB002-14-3P,,DELIVERED,STATUS_NOT_DEFINED,,,,,,,,TRUE,
434672-0,S2000065238,schools365,02-08-2025 14:38,,,,INS/25-26/11359,02-08-2025 16:10,GOLSOCKS02-5,GOLSOCKS02-5,GOL Legacy School Socks - Pack of 3(SIZE-XS),,XS,GOL,schools365,FALSE,FALSE,,61159500,449,549,400,1,,0,380.96,0,gst-5,13.07,0,13.07,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065238,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610977,02-08-2025 14:42,DISPATCHED,DEFAULT,1,1,1,,HRD900041449,02-08-2025 17:19,Bangalore,,,,02-08-2025 14:40,02-08-2025 17:19,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 14:40,0,0,0,,,,GOL Legacy School Socks - Pack of 3(SIZE-XS),,,GOLSOCKS02-5,,,,,,,,,cashfree,,FALSE,
335098269907235100-1,OD335098269907235100,FLIPKART 25,02-08-2025 15:06,,,,FAABJ92600000011,04-08-2025 12:09,RBKCB002-14-3P,LSTSHOHDNSU2BFZSVB3SB2LHZ,Reebok Champion Black School Shoes 3P - 14US,Black,14US,Reebok,FLIPKART 25,FALSE,FALSE,,64041990,3599,3082,3082,1,,0,2611.86,0,Range-5-18,0,470.14,0,0,0,0,18,0,0,0,0.00E+00,,,,0,0,0,0,1,`335098269907235100,FALSE,COMPLETE,0,INR,1,DELIVERED,,E-Kart Logistics,,Channel,SPOR2610978,02-08-2025 15:22,DELIVERED,DEFAULT,1,1,1,05-08-2025 03:22,FMPC5065606870,04-08-2025 15:56,Bangalore,,,,02-08-2025 15:20,13-08-2025 20:13,,,,,,501,29AAHCP5883A1Z7,,29141195654,,06-08-2025 12:00,0,0,0,,,,Reebok Champion Black School Shoes 3P - 14US,,,RBKCB002-14-3P,,DELIVERED,STATUS_NOT_DEFINED,,,,,,,,TRUE,
434674-0,S2000065239,schools365,02-08-2025 15:16,,,,INS/25-26/11360,02-08-2025 16:10,RBKPB002-10,RBKPB002-10,Reebok Prodigy Black School Shoes - 10US,Black,10US,Reebok,schools365,FALSE,FALSE,,64041990,2999,2188,2039,1,,0,1727.96,0,Range-5-18,166.88,0,166.88,0,0,9,0,9,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065239,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610979,02-08-2025 15:22,DISPATCHED,DEFAULT,1,1,1,,HRD900041450,02-08-2025 17:19,Bangalore,,,,02-08-2025 15:20,02-08-2025 17:19,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 15:20,0,0,0,,,,Reebok Prodigy Black School Shoes - 10US,,,RBKPB002-10,,,,,,,,,cashfree,,FALSE,
434676-0,EXC-S2000065240,schools365,02-08-2025 16:04,,,,INS/25-26/11460,08-08-2025 15:04,PSSB005-1,PSSB005-1,Plaeto Kid - Nova Unisex School Shoes - 1 UK - Black,Black,1 UK,Plaeto,schools365,FALSE,FALSE,,640419,2499,2230,2100,1,2499,0,1779.66,0,gst-5,170.09,0,170.09,0,0,9,0,9,0,0,0.00E+00,,,,130,0,0,0,1,SC-EXC-S2000065240,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610980,02-08-2025 16:12,DISPATCHED,DEFAULT,1,1,1,,HRD900041545,08-08-2025 17:29,Bangalore,,,,02-08-2025 16:10,08-08-2025 17:29,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 16:10,0,0,0,,,,Plaeto Kid - Nova Unisex School Shoes - 1 UK - Black,,,PSSB005-1,,,,,,,,,cashfree,,FALSE,
433079-0,S2000064792,schools365,16-07-2025 17:59,,,,INS/25-26/11361,02-08-2025 16:50,RBKPB002-9,RBKPB002-8,Reebok Prodigy Black School Shoes - 9US,Black,9US,Reebok,schools365,FALSE,FALSE,,64041990,2999,2999,2999,1,,2999,2541.52,0,Range-5-18,228.74,0,228.74,0,0,9,0,9,0,0,0.00E+00,,,,0,0,0,0,1,0159-RRP/25-26/0141,FALSE,COMPLETE,2,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610981,02-08-2025 16:50,DISPATCHED,DEFAULT,1,1,1,,HRD900041451,06-08-2025 18:20,Bangalore,,,,02-08-2025 16:45,06-08-2025 18:20,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 16:45,0,0,0,,,,Reebok Prodigy Black School Shoes - 9US,,,RBKPB002-8,,,,,SC-S2000064792,,,,cashfree,,FALSE,
434678-0,S2000065241,schools365,02-08-2025 17:10,,,,INS/25-26/11362,02-08-2025 17:16,PSSB004-3,PSSB004-3,Plaeto Toddler - Nova Unisex School Shoes - 9C UK - Black,Black,9C UK,Plaeto,schools365,FALSE,FALSE,,640419,1999,324.5,250,1,1999,0,1773.2,1550,gst-5,17.39,0,17.39,0,0,6,0,6,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065241,FALSE,COMPLETE,0,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2610982,02-08-2025 17:16,DISPATCHED,DEFAULT,0,0,0,,CX SELF PICKED AT STORE,02-08-2025 17:17,Bangalore,,,,02-08-2025 17:15,02-08-2025 17:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,07-08-2025 17:15,0,0,0,,,,Plaeto Toddler - Nova Unisex School Shoes - 9C UK - Black,,,PSSB004-3,,,,,,,,,cashfree,,FALSE,
434680-0,S2000065241,schools365,02-08-2025 17:10,,,,INS/25-26/11362,02-08-2025 17:16,PSSB004-7,PSSB004-7,Plaeto Toddler - Nova Unisex School Shoes - 13C UK - Black,Black,13C UK,Plaeto,schools365,FALSE,FALSE,,640419,1999,324.5,250,1,1999,0,1773.2,1550,gst-5,17.39,0,17.39,0,0,6,0,6,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065241,FALSE,COMPLETE,0,INR,1,DISPATCHED,,SELF,SELF,Self,SPOR2610982,02-08-2025 17:16,DISPATCHED,DEFAULT,0,0,0,,CX SELF PICKED AT STORE,02-08-2025 17:17,Bangalore,,,,02-08-2025 17:15,02-08-2025 17:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,07-08-2025 17:15,0,0,0,,,,Plaeto Toddler - Nova Unisex School Shoes - 13C UK - Black,,,PSSB004-7,,,,,,,,,cashfree,,FALSE,
434682-0,S2000065242,schools365,02-08-2025 18:16,,,,INS/25-26/11363,04-08-2025 11:30,SDCAP001-L,SDCAP001-L,GOL Springdays Cap - Maroon - Size : L,Maroon,L,GOL,schools365,FALSE,FALSE,,65020010,999,509,360,1,,0,342.86,0,gst-5,0,24.24,0,0,0,0,5,0,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065242,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610983,02-08-2025 18:22,DISPATCHED,DEFAULT,1,1,1,,HRD900041452,04-08-2025 18:30,Bangalore,,,,02-08-2025 18:20,04-08-2025 18:30,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 18:20,0,0,0,,,,GOL Springdays Cap - Maroon - Size : L,,,SDCAP001-L,,,,,,,,,cashfree,,FALSE,
434684-0,EXC-S2000065243,schools365,02-08-2025 18:26,,,,INS/25-26/11498,11-08-2025 16:34,SDSTPNB08-42,SDSTPNB08-42,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 42,Navy Blue,42,GOL,schools365,FALSE,FALSE,,61034200,999,670,540,1,,0,514.29,0,gst-5,0,31.9,0,0,0,0,5,0,0,0,0.00E+00,,,,130,0,0,0,1,SC-EXC-S2000065243,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610984,02-08-2025 18:32,DISPATCHED,DEFAULT,1,1,1,,HRD900041583,11-08-2025 18:22,Bangalore,,,,02-08-2025 18:30,11-08-2025 18:22,,,,,,501,29AAHCP5883A1Z7,,29141195654,,07-08-2025 18:30,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 42,,,SDSTPNB08-42,,,,,,,,,cashfree,,FALSE,
434686-0,S2000065244,schools365,02-08-2025 20:58,,,,INS/25-26/11364,04-08-2025 11:30,RBKCB001-6,RBKCB001-6,Reebok Champion Black School Shoes - 6US,Black,6US,Reebok,schools365,FALSE,FALSE,,64041990,3299,3358.25,3299,1,,0,2795.76,0,Range-5-18,0,512.28,0,0,0,0,18,0,0,0,0.00E+00,,,,59.25,0,0,0,1,SC-S2000065244,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610985,02-08-2025 21:02,DISPATCHED,DEFAULT,0,0,0,,HRD900041453,04-08-2025 18:30,Bangalore,,,,02-08-2025 21:00,04-08-2025 18:30,,,,,,506,29AAHCP5883A1Z7,,29141195654,,07-08-2025 21:00,0,0,0,,,,Reebok Champion Black School Shoes - 6US,,,RBKCB001-6,,,,,,,,,cashfree,,FALSE,
434696-0,S2000065244,schools365,02-08-2025 20:58,,,,INS/25-26/11364,04-08-2025 11:30,SDISSB03-36,SDISSB03-36,Springdays International Hoodie - Size: 36,Blue,36,GOL,schools365,FALSE,FALSE,,61102000,999,1016.95,999,1,,0,951.43,0,gst-5,0,48.42,0,0,0,0,5,0,0,0,0.00E+00,,,,17.95,0,0,0,1,SC-S2000065244,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610985,02-08-2025 21:02,DISPATCHED,DEFAULT,0,0,0,,HRD900041453,04-08-2025 18:30,Bangalore,,,,02-08-2025 21:00,04-08-2025 18:30,,,,,,506,29AAHCP5883A1Z7,,29141195654,,07-08-2025 21:00,0,0,0,,,,Springdays International Hoodie - Size: 36,,,SDISSB03-36,,,,,,,,,cashfree,,FALSE,
434688-0,S2000065244,schools365,02-08-2025 20:58,,,,INS/25-26/11364,04-08-2025 11:30,SDITPB06-30,SDITPB06-30,Springdays International Sports Trackpant - Blue - Size: 30,Blue,30,GOL,schools365,FALSE,FALSE,,61034200,999,1016.95,999,1,,0,951.43,0,gst-5,0,48.42,0,0,0,0,5,0,0,0,0.00E+00,,,,17.95,0,0,0,1,SC-S2000065244,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610985,02-08-2025 21:02,DISPATCHED,DEFAULT,0,0,0,,HRD900041453,04-08-2025 18:30,Bangalore,,,,02-08-2025 21:00,04-08-2025 18:30,,,,,,506,29AAHCP5883A1Z7,,29141195654,,07-08-2025 21:00,0,0,0,,,,Springdays International Sports Trackpant - Blue - Size: 30,,,SDITPB06-30,,,,,,,,,cashfree,,FALSE,
434694-0,S2000065244,schools365,02-08-2025 20:58,,,,INS/25-26/11364,04-08-2025 11:30,SDITPG02-30,SDITPG02-30,Springdays International Sports Trackpant - Grey - Size: 30,Grey,30,GOL,schools365,FALSE,FALSE,,61034200,999,1016.95,999,1,,0,951.43,0,gst-5,0,48.42,0,0,0,0,5,0,0,0,0.00E+00,,,,17.95,0,0,0,1,SC-S2000065244,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2610985,02-08-2025 21:02,DISPATCHED,DEFAULT,0,0,0,,HRD900041453,04-08-2025 18:30,Bangalore,,,,02-08-2025 21:00,04-08-2025 18:30,,,,,,506,29AAHCP5883A1Z7,,29141195654,,07-08-2025 21:00,0,0,0,,,,Springdays International Sports Trackpant - Grey - Size: 30,,,SDITPG02-30,,,,,,,,,cashfree,,FALSE,
